,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
6474,Micro UZI,Physion,11.0,396223.8,354443.2,ERANGEL,2U4GBNA0YmlMqUy26Nx8Rmm3UjhNVwg6rFwjs4FGnjp83bGmwSELWoDpqkrt6FPZ,334.0,RUMBLE-PSP,33.0,394594.3,353259.8
6827,M416,KennenMid,4.0,643790.1,427456.4,ERANGEL,2U4GBNA0YmkO4k9nFC5ZMd_WV4qDWvnz6FLVFJ_qoN5ss38_nDM_HWzEWa3-Hkvg,1397.0,huyaluanxuan,11.0,646074.1,424753.8
5957,M416,TBE091,14.0,363725.6,580231.3,ERANGEL,2U4GBNA0YmmB9L7Ft8k_V5zo5bx1lULaksuMig43hz2WiJI2Srn46w8mB0cNMeSJ,855.0,zhuzhenan1996,16.0,372851.8,595910.6
1728,AKM,UKshorthair,2.0,628382.0,607553.5,ERANGEL,2U4GBNA0YmkAe0g5_7ZyvVWZ4D_2Tmvl41s103OU7KHR-uOozlEs7lUSiNOVk9qD,2178.0,muteki_ninja,4.0,627743.1,608039.4
3141,SCAR-L,Shunfeng_1667,10.0,449930.8,558797.8,ERANGEL,2U4GBNA0YmldsmcWI8PBcmvfdJUtUv9LuMt1MAUqG9aDvVtzvPIGelkR4_3xjGY3,1636.0,78446,9.0,451919.7,558443.7
6640,M16A4,WickedWench,15.0,559071.1,499263.8,ERANGEL,2U4GBNA0YmklPmDKT1cDXoaHMN1y1wAsoa0LpWJvq0ECYyIqfcku0GqbF9TXMaiX,916.0,SilentChero,17.0,562619.5,503129.9
6045,S1897,chrissale,2.0,465283.8,649507.4,ERANGEL,2U4GBNA0YmkjIvgdQAAyeZk0ZnYEpNtpJODztcsiH83QHqhfGTN1jSPP1lzCb4Jv,128.0,taotao8022,10.0,465020.0,649405.6
6580,AKM,SourDice,36.0,464261.3,640920.4,ERANGEL,2U4GBNA0YmklPmDKT1cDXoaHMN1y1wAsoa0LpWJvq0ECYyIqfcku0GqbF9TXMaiX,216.0,GODCalamity,39.0,463734.8,641183.7
5889,UMP9,Cappuccino-1990,26.0,192274.3,274472.0,ERANGEL,2U4GBNA0YmmB9L7Ft8k_V5zo5bx1lULaksuMig43hz2WiJI2Srn46w8mB0cNMeSJ,294.0,CompleteKrypt,28.0,197166.4,277183.9
5880,M16A4,Benmaster111,41.0,223009.9,395825.1,ERANGEL,2U4GBNA0YmmB9L7Ft8k_V5zo5bx1lULaksuMig43hz2WiJI2Srn46w8mB0cNMeSJ,89.0,Harbinger1138,43.0,222907.3,395983.2
3618,Down and Out,Milky,6.0,405381.9,247564.0,ERANGEL,2U4GBNA0Ymn_5YOdbJcWM3qIjn0S_Z3W84sUWo36iLxk6As1P0O7BB5It8tPY8Ss,909.0,JessicaLrz,14.0,412476.9,255914.2
3177,Punch,ASD7654,45.0,426698.4,642114.4,ERANGEL,2U4GBNA0Ymm_5InGu4XxmbWrPJjpsdwDKldtKteYWNAiZwf0kk_eKg6SGWDmiikq,126.0,bigdongPutin,55.0,426730.0,642191.9
6407,Down and Out,FlameBirdy,1.0,440086.5,357850.4,ERANGEL,2U4GBNA0YmkS2eQx4J61Re6-zCya9AIQhDP8XNRgyCo4C5X8Zlz4-7V-PwsTAINp,843.0,Zee_Beast5,21.0,441549.0,342176.1
2978,SCAR-L,Ashidebaba,45.0,449471.3,629435.3,ERANGEL,2U4GBNA0YmmZQ2J9Yb52vKPLwbhBwawIljBpPRhTi_79yTam0v7xmhrScrvgk6Jz,168.0,MiNoPark,46.0,449806.1,629574.9
5630,AWM,SeHuiJige,1.0,324534.0,290705.8,ERANGEL,2U4GBNA0YmnIkC2agUfbPkAgjSdKzB4peHEfhtUOmLKAc8G9lzMoBMtZ33Q5p9ll,1189.0,laryin,8.0,298506.4,298322.8
1660,S12K,Brocolisa,2.0,450254.4,620893.6,ERANGEL,2U4GBNA0YmnZ4vJC-aEUY9riuYVJgtIdnp017vKbMe8pVLHPO6SzRFJO7xtISNWh,109.0,Alanzzf,28.0,450223.9,621340.4
416,Down and Out,BeiJin40L,11.0,324966.0,398185.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,994.0,snake2222,19.0,318349.0,398114.1
3231,Down and Out,ChinaboyPKK,3.0,530920.9,234243.8,ERANGEL,2U4GBNA0YmlsmhWI_uk1n90_H682IZo6muWLdaUTCs05xIT-j7x0Uqea8n6G4q4i,218.0,steamdashabi,24.0,532539.4,235354.6
1721,AKM,jx_yang,3.0,357025.1,408616.2,ERANGEL,2U4GBNA0YmkAe0g5_7ZyvVWZ4D_2Tmvl41s103OU7KHR-uOozlEs7lUSiNOVk9qD,501.0,xBobSaggitx,13.0,358737.0,410214.6
4462,AKM,680404ZZ,36.0,183453.7,284561.3,MIRAMAR,2U4GBNA0Ymk5zg3inVCasHGfBCqqK5ua4SpK2lrZRn20EhfQKDhwvXf1A2Eh07Ji,318.0,WOZAICHIYA,52.0,185021.6,285130.8
5461,Down and Out,KQking,29.0,620488.1,378176.0,ERANGEL,2U4GBNA0YmkjhaUwplfoVLqul92VDhKXl5hULS1OLwDPJPtzmWvIE1EcsGKKaBhu,171.0,jchun27,,621529.8,373229.1
1142,S686,kevinsleepy,15.0,423194.8,324618.7,ERANGEL,2U4GBNA0YmnmvI29GR080nJ5U4oZyrJ2kJqz7BeQrwDdx68BbncOZ_5DnysRn2Ca,231.0,MasiiGug,18.0,423759.3,324779.6
1208,Bluezone,Cosimo,1.0,171717.8,378898.3,ERANGEL,2U4GBNA0Ymlc7rVx0xWH7j4xfGd-zpHO2dN9AJ11-bFd9E-Jkmoa_BTnfqg_aOHQ,1643.0,GucciBot,5.0,160093.8,404692.3
5267,Bluezone,,,,,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,881.0,xThExJOKeRx,24.0,0.0,0.0
5307,RedZone,,,,,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,615.0,MadChemist5,46.0,381393.3,380992.2
4582,S686,Ra1n0531,3.0,711604.4,331461.4,ERANGEL,2U4GBNA0YmnI8sBpN1d7iOn4qfI2KPi85kLkMnaj_eVTWN4euC5RcLf96wRQlKOI,404.0,playedwell,22.0,711963.3,331648.8
879,Down and Out,Maerkk,1.0,581382.1,457168.2,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1880.0,zxczcx,5.0,581524.8,459168.3
5408,SCAR-L,tianyu558,3.0,536126.1,242677.2,ERANGEL,2U4GBNA0YmkjhaUwplfoVLqul92VDhKXl5hULS1OLwDPJPtzmWvIE1EcsGKKaBhu,603.0,DaDarkness77,28.0,535935.6,242311.7
2318,AKM,Pertin,56.0,421081.5,324098.2,ERANGEL,2U4GBNA0Ymm4vcRsQ1DQDPbaiK6c_0jM8aQ2SVRHMnNGFJdPGXOzGl0hAn45hkMK,231.0,jakemerlucci,79.0,420924.3,324912.9
1250,AKM,Etiology,7.0,97633.44,460413.6,ERANGEL,2U4GBNA0Ymlc7rVx0xWH7j4xfGd-zpHO2dN9AJ11-bFd9E-Jkmoa_BTnfqg_aOHQ,1061.0,tophours,10.0,85413.44,454146.2
5194,Punch,Hwww27,9.0,368305.6,416662.6,ERANGEL,2U4GBNA0YmnuJ2AtZa4s3YxcAHVDtQbra_TjEHEAjHBRpwb8-A_bhsdG5kFCzvK_,91.0,hutang_H,19.0,368385.7,416661.6
2238,Hit by Car,Captain32,28.0,551776.7,574296.1,ERANGEL,2U4GBNA0YmlcJd06MAp1d4Q7M5Yy4PYrahIr2JBT9uhhXk6gHSEcIBPisz7z3coU,675.0,jinhai,34.0,551606.4,574898.4
5494,Down and Out,Cheetoh_Richard,4.0,444072.7,548842.4,ERANGEL,2U4GBNA0YmkjhaUwplfoVLqul92VDhKXl5hULS1OLwDPJPtzmWvIE1EcsGKKaBhu,1720.0,CMike11,6.0,455273.8,542935.5
810,Down and Out,PhilthyLemon,7.0,423402.8,324756.2,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,274.0,clucklordmcgee,24.0,423828.1,325891.3
5450,SKS,Roo-Koo,19.0,565546.8,385251.1,ERANGEL,2U4GBNA0YmkjhaUwplfoVLqul92VDhKXl5hULS1OLwDPJPtzmWvIE1EcsGKKaBhu,103.0,MadeFvck,49.0,565163.6,385270.9
832,Grenade,GucciManeDrain,34.0,338898.2,167872.1,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,181.0,GucciManeDrain,34.0,338898.2,167872.1
6457,AKM,577161430,5.0,285104.0,283741.3,ERANGEL,2U4GBNA0YmlMqUy26Nx8Rmm3UjhNVwg6rFwjs4FGnjp83bGmwSELWoDpqkrt6FPZ,1428.0,Merilvingean,11.0,283980.7,280796.9
1321,S12K,LiuDa98Kmin,25.0,196020.8,299360.3,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,534.0,DPC0611,55.0,197303.7,298868.5
935,P1911,Chocoheim-,44.0,418061.9,329272.6,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,109.0,TrongX,48.0,417993.2,328785.8
1869,Down and Out,Besideoldwang,21.0,368382.2,407645.3,ERANGEL,2U4GBNA0Ymmj5ChhNizFBQNzal-aacFtZr3MhwiNw8qBDJBRobgDHZqOnyiohGR6,355.0,MMTuZi,,368163.3,407247.5
1761,Bluezone,TschimBrun,5.0,563516.2,575268.3,ERANGEL,2U4GBNA0YmkAe0g5_7ZyvVWZ4D_2Tmvl41s103OU7KHR-uOozlEs7lUSiNOVk9qD,1452.0,jamesgao,6.0,548785.5,575335.6
1955,Down and Out,YaYakaikai,11.0,431372.3,628730.1,ERANGEL,2U4GBNA0YmkJt4dyUUT94MOYESuKm2MQu1eh08EFdbeeGClsVzdp38FeLRv2PSVm,284.0,YaYakaikai,11.0,431372.3,628730.1
3821,Bluezone,,,,,ERANGEL,2U4GBNA0Ymmqi6D7r12UG8ati2jqy4CV05j9y-WqN6DaTb3ViX7zAkhxTGYUWzF3,1766.0,TyBB0204,4.0,331612.5,230402.0
4758,Bluezone,,,,,ERANGEL,2U4GBNA0YmnNaxE1IF0R8b5H-SePLyeMyyIrtEPySH7IYKSofTRFs441FMT93y3K,1519.0,suantianonion,6.0,368533.9,596200.8
2734,Down and Out,YuFangood,1.0,378056.3,311428.2,ERANGEL,2U4GBNA0Ymn4K68JYbLzcXh5S2aPoQe1oJzDsd_lyNUfRddt9kkCPLgme76kr_A9,1012.0,slamdunkDBR,12.0,379318.6,312255.2
5435,Down and Out,OmOb,26.0,688909.5,460456.2,ERANGEL,2U4GBNA0YmkjhaUwplfoVLqul92VDhKXl5hULS1OLwDPJPtzmWvIE1EcsGKKaBhu,334.0,SquishyTurdz,37.0,689059.0,459536.5
4937,Down and Out,ThoHooCing,5.0,361649.7,402579.8,ERANGEL,2U4GBNA0YmkouKU7rw6brk7uZamG1dICaLOLV9MMRULojV9v1Y0ApEjG8568AzL-,377.0,DookyStain,23.0,361729.0,402466.4
2216,VSS,EagleSS670,2.0,625424.9,378759.3,ERANGEL,2U4GBNA0YmlcJd06MAp1d4Q7M5Yy4PYrahIr2JBT9uhhXk6gHSEcIBPisz7z3coU,143.0,Endoval,79.0,625084.6,378674.2
2369,M16A4,KoyPuppy,1.0,245951.7,163856.6,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1992.0,40BURGER,2.0,244757.2,163100.4
4810,M16A4,GHQ666,26.0,149217.1,216480.1,ERANGEL,2U4GBNA0YmnNaxE1IF0R8b5H-SePLyeMyyIrtEPySH7IYKSofTRFs441FMT93y3K,433.0,johnzyr,32.0,147166.1,218570.9
6823,M16A4,santededeg,18.0,158826.3,287042.0,ERANGEL,2U4GBNA0YmkO4k9nFC5ZMd_WV4qDWvnz6FLVFJ_qoN5ss38_nDM_HWzEWa3-Hkvg,392.0,Elo577,31.0,161827.7,281968.7
6987,Down and Out,qingqingkings,6.0,662997.8,262348.0,MIRAMAR,2U4GBNA0Ymk1Jt6GjNIWPblco_2J6IKXz_yq5seSwKYZDaeFd2S90A1rG-cBWFKe,261.0,Nancyspirits,24.0,669320.1,259072.5
4778,Grenade,fary2,1.0,362489.1,615673.0,ERANGEL,2U4GBNA0YmnNaxE1IF0R8b5H-SePLyeMyyIrtEPySH7IYKSofTRFs441FMT93y3K,1569.0,TLHHoang,2.0,361075.7,608907.7
5375,S1897,Buttonwood,11.0,219638.2,394644.9,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,170.0,Tarobunn,82.0,220307.9,394200.6
4663,Down and Out,GYP66da,9.0,426526.3,152883.8,ERANGEL,2U4GBNA0Ymm0xKIivZQMUCPNnY06OPootjDdM0RtAL61KsDLeIIm8bS2hbaOZfZd,826.0,Nameless084,17.0,406661.8,140722.2
951,Kar98k,shazhougongjin,1.0,725959.8,412450.9,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,1625.0,SeanYLH99,2.0,726665.3,422532.1
1517,Mini 14,kranwulerjy,24.0,438277.5,619283.7,ERANGEL,2U4GBNA0YmltdlEYw5AmXmDdUW5i2vyhBrlQeNFBgmYyzDpsc787A_hENiNlx6I5,293.0,qijwbb,13.0,431675.2,617733.4
2328,M16A4,Pertin,56.0,420989.6,325073.4,ERANGEL,2U4GBNA0Ymm4vcRsQ1DQDPbaiK6c_0jM8aQ2SVRHMnNGFJdPGXOzGl0hAn45hkMK,311.0,tafuqin1,66.0,420931.1,325283.5
975,Down and Out,DAMINGZAIXIAN,33.0,210394.0,283399.3,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,277.0,cT_JeRmz,40.0,208972.8,283388.0
5425,SKS,lakniubility,5.0,425717.9,642993.1,ERANGEL,2U4GBNA0YmkjhaUwplfoVLqul92VDhKXl5hULS1OLwDPJPtzmWvIE1EcsGKKaBhu,144.0,RuaRuaRua11,48.0,425480.8,642794.9
100,Down and Out,SuperViolent,12.0,434142.2,199237.8,MIRAMAR,2U4GBNA0Yml3HEnAb5HSfMbBgZnnKeFS1Nyxgm5XowlAkEtb1WUYEdfEOe_bXvR0,208.0,ReiYexia,27.0,433197.5,197663.3
6677,M416,Frys1,41.0,370513.4,414181.6,ERANGEL,2U4GBNA0YmmJfFpXZ-QZQs8br_sVYD6XGe3CDoGgnAM66kAufAzFoILJ0LgfQMq0,375.0,DouyuTV_HuaXiong,56.0,370257.2,414274.9
455,SCAR-L,DelevinC,3.0,374061.2,362154.1,ERANGEL,2U4GBNA0YmmLlZbT02zMNt2JlWQ2eYFKRG02TGemIK1RM2eWZoZ5_MZmkLiA6Xuu,1193.0,jinhz2046,15.0,389218.5,343111.6
2770,Mini 14,v_guiyiran,3.0,440194.2,447215.3,ERANGEL,2U4GBNA0Ymk7iBtHUx6-_dZyjrvKVPMSmiZKzhovvtZ6clOi9vMdQGJIxPEv4HO6,1696.0,Dampier,6.0,436304.6,463724.9
6556,UMP9,Tank4088,28.0,556345.7,361080.1,ERANGEL,2U4GBNA0YmklPmDKT1cDXoaHMN1y1wAsoa0LpWJvq0ECYyIqfcku0GqbF9TXMaiX,246.0,Mattikus,38.0,555596.6,361988.5
2511,M416,Metasequoia,6.0,312142.1,514458.1,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1425.0,Dekuii,11.0,311432.1,513714.9
3950,Mini 14,aaaawwwwuknow,35.0,399503.7,352716.6,ERANGEL,2U4GBNA0YmnnTkwTvduuDTvxNFqqQQfOkAdwyDSBGA2B0OZqDWkOL5hIt84vmDgN,308.0,RoyalChaos_,44.0,399870.6,352864.2
1628,Mini 14,Curious_0,5.0,545692.8,324737.1,ERANGEL,2U4GBNA0YmnZ4vJC-aEUY9riuYVJgtIdnp017vKbMe8pVLHPO6SzRFJO7xtISNWh,1526.0,FruitDealer345,8.0,552003.7,330043.8
3964,M416,Tiutony,27.0,383028.6,336242.6,ERANGEL,2U4GBNA0YmnnTkwTvduuDTvxNFqqQQfOkAdwyDSBGA2B0OZqDWkOL5hIt84vmDgN,750.0,Zacao_,33.0,390260.1,342731.9
1058,M16A4,MHP476596845,3.0,444148.8,451842.8,ERANGEL,2U4GBNA0Ymkoxr2BYKn-rNaRztbwuI_vg9q1ls65L42rey10uL1Qw2gSP72IZPMk,1063.0,DongGe1117,15.0,451375.0,451351.1
5282,Down and Out,MercyShen,4.0,618043.3,416280.7,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,1493.0,NeiboOldWang,5.0,610229.6,417759.5
2711,Bluezone,,,,,ERANGEL,2U4GBNA0Ymn4K68JYbLzcXh5S2aPoQe1oJzDsd_lyNUfRddt9kkCPLgme76kr_A9,1492.0,DUDU0828,9.0,490374.4,335201.3
5504,UMP9,Synzyrklord,1.0,423011.2,324822.8,ERANGEL,2U4GBNA0YmnTdCV0yjZ9FJT5KTQXu_J-mDD7JVI77_afKJCjBGNcQH8tMVM5wf0m,147.0,PioneerII,46.0,420670.8,324563.4
2516,UMP9,SEXYTenTum,1.0,290731.3,467394.8,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1517.0,ant9162,9.0,290789.9,466901.9
4850,SCAR-L,Fro-Doe,2.0,125570.8,342624.7,ERANGEL,2U4GBNA0YmlB0q86A8fUl8JfLjpaTo2OMObs4sDXSwl_z8yF6lNkr8gfwHqYnJQJ,1657.0,Yaheen,4.0,125032.7,341472.4
5611,AKM,Honest-man,5.0,270991.4,451819.9,ERANGEL,2U4GBNA0YmnIkC2agUfbPkAgjSdKzB4peHEfhtUOmLKAc8G9lzMoBMtZ33Q5p9ll,563.0,24K_pure_shuai,21.0,272785.2,445755.2
64,Tommy Gun,TedHQW,2.0,383953.1,444024.6,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,170.0,WellSuited,35.0,383583.5,444753.6
1356,P18C,SpainTwo,29.0,542564.6,461099.4,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,215.0,Kadeos,36.0,545435.1,454413.0
3240,SCAR-L,Yerps2g,8.0,646123.5,212045.2,ERANGEL,2U4GBNA0YmlsmhWI_uk1n90_H682IZo6muWLdaUTCs05xIT-j7x0Uqea8n6G4q4i,1449.0,RacistRaccoon,9.0,644234.9,210458.4
4414,Groza,Krepp,6.0,652034.4,420399.2,MIRAMAR,2U4GBNA0Ymk5zg3inVCasHGfBCqqK5ua4SpK2lrZRn20EhfQKDhwvXf1A2Eh07Ji,1609.0,Swiss73,9.0,651899.9,420494.7
3644,Down and Out,ShhTime,1.0,322291.0,155946.9,ERANGEL,2U4GBNA0Ymn_5YOdbJcWM3qIjn0S_Z3W84sUWo36iLxk6As1P0O7BB5It8tPY8Ss,1754.0,cskwwei,4.0,324709.4,143327.0
6079,Machete,Duangduangpang,12.0,616593.3,489127.9,ERANGEL,2U4GBNA0Yml6y7HS5CbbbGNCVA8W-Eq9itS5ANu7VhQLdw36LQo9OXoLiY9pzymO,268.0,BoomiaK,15.0,617031.0,488900.3
1347,M16A4,YNxwlflaogou34,38.0,570929.3,351661.8,ERANGEL,2U4GBNA0YmnMiL8FxzK-xRalmDs8__VvvNzmntjlIzBi0DttiOYQ5ltAx4LN3Q0q,332.0,LseeAU,61.0,570666.6,351405.8
4715,AKM,Eaammonn,16.0,567774.6,351067.6,ERANGEL,2U4GBNA0Ymm0xKIivZQMUCPNnY06OPootjDdM0RtAL61KsDLeIIm8bS2hbaOZfZd,806.0,OOzhuweiOO,13.0,564111.6,352037.2
970,AKM,pengrage,47.0,355004.6,321750.9,ERANGEL,2U4GBNA0YmnXxPYMxq8uh3IZ_R74uPmFVfhHlxf6M3-PzRx-7ICrxPIahHemHE6H,255.0,Awinyang,12.0,354909.9,321516.9
204,Bluezone,,,,,ERANGEL,2U4GBNA0YmnRe95wOy7kuweIkuZo5Roa0WjNZsgboi2gzzznOC6Y8whI5V4TH5Qm,1646.0,Daggerbooze,8.0,468805.0,430984.8
5319,M16A4,Aiddumm,3.0,404236.1,164980.2,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,1578.0,Mugsete29,8.0,417696.6,191921.3
837,Down and Out,XombieMarine,19.0,490969.8,366178.2,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,969.0,Cinnamon-_,21.0,490232.3,369365.8
2364,Falling,,,,,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,617.0,Player_cc8072bb9,28.0,612342.3,353797.6
854,Down and Out,Hathawayxu,5.0,640525.9,471533.9,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1282.0,ItsPickles,16.0,640905.9,471534.3
7,S686,xiaogao13,27.0,373125.3,433540.6,MIRAMAR,2U4GBNA0YmnLSqvEycnTjo-KT000vfUnhSA2vfVhVPe1QBwCTNTBJ5B_1Ocel6nY,137.0,BNOISE,38.0,373125.8,433608.8
6086,P1911,xueyuesonw,7.0,574007.3,386553.8,ERANGEL,2U4GBNA0Yml6y7HS5CbbbGNCVA8W-Eq9itS5ANu7VhQLdw36LQo9OXoLiY9pzymO,121.0,Maddz,43.0,574065.2,386709.6
6979,AKM,Raisu_Paisen,4.0,502323.3,308300.9,MIRAMAR,2U4GBNA0Ymk1Jt6GjNIWPblco_2J6IKXz_yq5seSwKYZDaeFd2S90A1rG-cBWFKe,1507.0,Jimdeerpang,7.0,506119.9,303133.8
843,Bluezone,Cruz914,7.0,0.0,0.0,ERANGEL,2U4GBNA0YmnNZYkzjkfgN4ev-hXSrak_BSey_YEG6kIuDG9fxFrrePqnqiM39pJO,1751.0,Reboke,6.0,592108.4,455598.5
1379,SCAR-L,OMG_Ye,2.0,182680.5,447755.4,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,1481.0,HanSwoleOh,7.0,179665.3,452475.3
6022,Kar98k,EVEN1982,1.0,357874.6,574163.1,ERANGEL,2U4GBNA0YmkjIvgdQAAyeZk0ZnYEpNtpJODztcsiH83QHqhfGTN1jSPP1lzCb4Jv,1103.0,DongGuaGG,7.0,393445.6,560628.8
5744,M416,Psz1991,4.0,97451.7,402542.9,MIRAMAR,2U4GBNA0Ymnp7WwAto9g2slLUaiBKUFaPfS2cP7mxfvB4zSMybPXSCofOEAgrxRI,1550.0,jinke45,10.0,93863.7,403826.6
802,SCAR-L,18cmGirl,1.0,374051.8,420857.8,ERANGEL,2U4GBNA0YmmEUK5MTLyr6AfVvoPX1txbeD-jND4VXYtMmoXuatMBzW67F6i6TzwI,1237.0,Breach_Twist,12.0,374447.1,420498.1
6261,SCAR-L,Sean-B,27.0,244115.7,420716.8,MIRAMAR,2U4GBNA0YmkBdWOTl0viZyP9BZHq6-ofZRBEjZ_gLlyDDSM8jJks2pTrmSEPTq3U,800.0,TripleBlueCakes,36.0,244614.6,420192.6
573,P92,Yang-xiaolong,25.0,441460.3,332979.1,ERANGEL,2U4GBNA0YmnL2IDzaNwyjj2JugGFn9rAVCHGV0UvWrWIovQDXsbi9jslN0alnHjy,289.0,zzici,34.0,441069.6,333068.4
2390,Down and Out,Xlopopy,10.0,258342.8,303056.7,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1076.0,Gladiolt,17.0,261462.6,306680.7
5882,SCAR-L,Godofdeith,22.0,416506.8,479740.0,ERANGEL,2U4GBNA0YmmB9L7Ft8k_V5zo5bx1lULaksuMig43hz2WiJI2Srn46w8mB0cNMeSJ,688.0,Steelman725,21.0,417449.7,479144.6
6953,Down and Out,zgrlalala,15.0,380394.6,424973.5,MIRAMAR,2U4GBNA0Ymk1Jt6GjNIWPblco_2J6IKXz_yq5seSwKYZDaeFd2S90A1rG-cBWFKe,324.0,Huya9100-YQ,16.0,381663.2,427223.2
1928,Kar98k,SongxinQAQ,3.0,0.0,0.0,ERANGEL,2U4GBNA0YmkJt4dyUUT94MOYESuKm2MQu1eh08EFdbeeGClsVzdp38FeLRv2PSVm,1624.0,Ranger_Torres,4.0,413753.9,139197.6
4054,M16A4,cyh1997728,9.0,383259.6,471903.4,ERANGEL,2U4GBNA0YmnUX8tPU61HZRcRoGWE48u9_mAhu4VmmphV3S-xkb4HgExWgoOQMIH8,357.0,ZZCsss,32.0,381609.3,471521.2
1692,S1897,wsncd777,23.0,620942.3,610191.6,ERANGEL,2U4GBNA0YmnZ4vJC-aEUY9riuYVJgtIdnp017vKbMe8pVLHPO6SzRFJO7xtISNWh,131.0,JZ_Killer,27.0,621189.3,609962.1
1411,Falling,G_Force,6.0,352860.2,467503.8,ERANGEL,2U4GBNA0YmnIQQesqcucTHDFVqlXEAUiUHhJp3yec6c0hzQHABUNJuJZ21mrZjZn,905.0,krisns,21.0,352888.2,467900.5
5453,SCAR-L,Misaka,5.0,458092.9,566632.0,ERANGEL,2U4GBNA0YmkjhaUwplfoVLqul92VDhKXl5hULS1OLwDPJPtzmWvIE1EcsGKKaBhu,1544.0,Vachina69,9.0,457298.9,569542.9
6413,AKM,AnYuanBABA,23.0,628195.3,383887.7,ERANGEL,2U4GBNA0YmkS2eQx4J61Re6-zCya9AIQhDP8XNRgyCo4C5X8Zlz4-7V-PwsTAINp,368.0,Redove,29.0,627972.7,383120.1
6418,Kar98k,7years-Later,2.0,623848.8,388171.4,ERANGEL,2U4GBNA0YmkS2eQx4J61Re6-zCya9AIQhDP8XNRgyCo4C5X8Zlz4-7V-PwsTAINp,1309.0,smallsnow,14.0,614983.3,367539.5
3205,Drown,,,,,ERANGEL,2U4GBNA0Ymm_5InGu4XxmbWrPJjpsdwDKldtKteYWNAiZwf0kk_eKg6SGWDmiikq,164.0,shishui123,55.0,0.0,0.0
2352,SCAR-L,Rudyk1,7.0,234276.6,523974.9,ERANGEL,2U4GBNA0Ymm4vcRsQ1DQDPbaiK6c_0jM8aQ2SVRHMnNGFJdPGXOzGl0hAn45hkMK,1025.0,harkulean,28.0,233942.3,520825.5
4826,S12K,xiaodaono1,24.0,362804.8,394203.3,ERANGEL,2U4GBNA0YmnNaxE1IF0R8b5H-SePLyeMyyIrtEPySH7IYKSofTRFs441FMT93y3K,348.0,heiguier,37.0,363001.1,394183.7
